#Nombres de points
42
#Y*      U'*
0		0
0.000967619047619		0.007952
0.000997857142857		0.007936
0.001034047619048		0.007744
0.001076428571429		0.007641
0.001124761904762		0.007631
0.001185238095238		0.007582
0.001251904761905		0.007571
0.001336428571429		0.007448
0.001427142857143		0.007389
0.001542142857143		0.007381
0.001675238095238		0.007235
0.001832380952381		0.007253
0.00201380952381		0.007279
0.002231666666667		0.007187
0.002485476190476		0.007224
0.002787857142857		0.00721
0.003144761904762		0.007226
0.003562142857143		0.007242
0.004051904761905		0.00721
0.004632380952381		0.007216
0.005321904761905		0.007163
0.006120238095238		0.007161
0.007069761904762		0.007062
0.008194523809524		0.006995
0.009500714285714		0.006886
0.011049047619048		0.006822
0.012875476190476		0.006672
0.015034285714286		0.006388
0.017568333333333		0.00618
0.020549761904762		0.005932
0.024069523809524		0.005646
0.028218095238095		0.005254
0.033104761904762		0.004734
0.038868095238095		0.004092
0.045641428571429		0.003161
0.053636428571429		0.00188
0.063046428571429		0.000803
0.07414380952381		0.000486
0.087212619047619		0.00042
0.10261		0.000386
0.120752857142857		0.000479

